Data (link pndb),Title,Description,Species,Gbif link,text,Extracted,Ground Truth,Precision,Recall,F1,Accuracy,Accepted Names,Misspelled Names,Unrecognised Names
https://pndb.opendatasoft.com/explore/assets/0-250-m-ocean-temperature-mooring-line-azur-buoy/,"0-250 m ocean temperature, mooring line, Azur Buoy","Lien vers les données
Routine operation over a period shorter than 5 years (Enhanced Observation Period, EOP)",,,"0-250 m ocean temperature, mooring line, Azur Buoy Lien vers les données
Routine operation over a period shorter than 5 years (Enhanced Observation Period, EOP)",,,1.0,1.0,1.0,1.0,{},[],[]
https://pndb.opendatasoft.com/explore/assets/presence-de-renouees-en-region-auvergne-rhone-alpes/,Présence de Renouées en Région Auvergne-Rhône-Alpes,"Lien vers la fiche source
DES TACHES DE RENOUÉES (FALLOPIA X BOHEMICA) ONT ÉTÉ IDENTIFIÉES ET LEUR CAPACITÉ DE REPRODUCTION SEXUÉE A ÉTÉ RELEVÉE (PRESENCE D'AKÈNES). LES CAPACITÉS GERMINATIVES DE CES PROPAGULES SEXUÉES AINSI QUE LES CAPACITÉS DE DISPERSION ONT ÉTÉ ETUDIÉES .",,,"Présence de Renouées en Région Auvergne-Rhône-Alpes Lien vers la fiche source
DES TACHES DE RENOUÉES (FALLOPIA X BOHEMICA) ONT ÉTÉ IDENTIFIÉES ET LEUR CAPACITÉ DE REPRODUCTION SEXUÉE A ÉTÉ RELEVÉE (PRESENCE D'AKÈNES). LES CAPACITÉS GERMINATIVES DE CES PROPAGULES SEXUÉES AINSI QUE LES CAPACITÉS DE DISPERSION ONT ÉTÉ ETUDIÉES .",,,1.0,1.0,1.0,1.0,{},[],['fallopia x bohemica']
https://pndb.opendatasoft.com/explore/assets/nids-de-craves-a-bec-rouge-sur-ouessant/,Nids de Craves à bec rouge sur Ouessant,"Lien vers les données
L'ensemble des sites de reproduction ont été inventorié chaque année entre 1995 et 2005. Kerbiriou C., Le Viol, I., Nisser, J., Audevard, A., Le Pennec, V. Biologie de la reproduction du Crave à bec rouge (Pyrrhocorax pyrrhocorax) en Bretagne (France) Alauda in press",Pyrrhocorax pyrrhocorax,https://www.gbif.org/species/2482552,"Nids de Craves à bec rouge sur Ouessant Lien vers les données
L'ensemble des sites de reproduction ont été inventorié chaque année entre 1995 et 2005. Kerbiriou C., Le Viol, I., Nisser, J., Audevard, A., Le Pennec, V. Biologie de la reproduction du Crave à bec rouge (Pyrrhocorax pyrrhocorax) en Bretagne (France) Alauda in press",Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,1.0,1.0,1.0,1.0,{'Pyrrhocorax pyrrhocorax': 'https://www.gbif.org/species/2482552'},[],[]
https://pndb.opendatasoft.com/explore/assets/individual-fruit-and-cone-production-pollen-and-biomass-data-for-european-beech-fagus-sylvatica-l-and-silver-fir-abies-alba-mill-from-their-geographic-range-margins-in-south-eastern-france/,"Individual fruit and cone production, pollen and biomass data for European beech (Fagus sylvatica L.) and silver fir (Abies alba Mill.) from their geographic range margins in south-eastern France","Lien vers les données
Among the phenotypic and functional traits of interest in a context of rapidly changing environmental conditions linked to anthropogenic global warming, fruiting data are often lacking, even though they are fundamental for assessing the adaptive capacities of species and for modeling their ecological niche and simulating their evolution. Inter-annual alternations of high and low fruiting and the correlation between this masting phenomenon and resource allocation to other functions, such as growth, are relatively poorly documented in forest trees.

This paper presents a long-term monitoring dataset containing observations of the annual production of female reproductive structures (strobili) over an 18-year period, combined with observations of the annual production of male flowers and cones, dendrometric data (circumference at breast height, total height, crown base heights) and tree health status, at individual tree level. The observations concern two major species of European lowland and mountain forest ecosystems, common beech (Fagus sylvatica L.) and silver fir (Abies alba Mill.). The individual observations were made in a mountain forest located at the southern edge of the distribution range of these two species, along a marked altitude gradient [963 to 1521m] that makes this site a natural laboratory for deciphering processes of micro-geographical adaptation and plasticity: Mont Ventoux (France).

For financial reasons (long-term monitoring is dependent on shorter-term, project-based research funding), the number of trees monitored per year varies. For example, there are no fruiting data for 2008, 2009 and 2010 for common beech and 2022 for both species. Despite these short interruptions, the publication contains a total of 2247 cone observations made on 334 fir trees and 2694 fruiting observations made on 422 beech trees between 2006 and 2024.

The dataset contains 3 data files:
- Fructification_data_Ventoux.csv : Data on fruit production, dendrometry (CBH and Ht), health status and mortality;
- MaleFlowers_data_Ventoux.csv : Male flower inflorescence production ;
- FructificationBiomass_data_Ventoux.csv : cone biomass estimation data, as the “cone length” proxi.
Common variables (Original_ID, Taxon_Name and Year) make it easy to compare data from the 3 files. The dataset also contains a documentation file describing the variables measured and observed, that are present in the 3 data files.","Fagus sylvatica, Abies alba","https://www.gbif.org/fr/species/2882316, https://www.gbif.org/fr/species/2685484","Individual fruit and cone production, pollen and biomass data for European beech (Fagus sylvatica L.) and silver fir (Abies alba Mill.) from their geographic range margins in south-eastern France Lien vers les données
Among the phenotypic and functional traits of interest in a context of rapidly changing environmental conditions linked to anthropogenic global warming, fruiting data are often lacking, even though they are fundamental for assessing the adaptive capacities of species and for modeling their ecological niche and simulating their evolution. Inter-annual alternations of high and low fruiting and the correlation between this masting phenomenon and resource allocation to other functions, such as growth, are relatively poorly documented in forest trees.

This paper presents a long-term monitoring dataset containing observations of the annual production of female reproductive structures (strobili) over an 18-year period, combined with observations of the annual production of male flowers and cones, dendrometric data (circumference at breast height, total height, crown base heights) and tree health status, at individual tree level. The observations concern two major species of European lowland and mountain forest ecosystems, common beech (Fagus sylvatica L.) and silver fir (Abies alba Mill.). The individual observations were made in a mountain forest located at the southern edge of the distribution range of these two species, along a marked altitude gradient [963 to 1521m] that makes this site a natural laboratory for deciphering processes of micro-geographical adaptation and plasticity: Mont Ventoux (France).

For financial reasons (long-term monitoring is dependent on shorter-term, project-based research funding), the number of trees monitored per year varies. For example, there are no fruiting data for 2008, 2009 and 2010 for common beech and 2022 for both species. Despite these short interruptions, the publication contains a total of 2247 cone observations made on 334 fir trees and 2694 fruiting observations made on 422 beech trees between 2006 and 2024.

The dataset contains 3 data files:
- Fructification_data_Ventoux.csv : Data on fruit production, dendrometry (CBH and Ht), health status and mortality;
- MaleFlowers_data_Ventoux.csv : Male flower inflorescence production ;
- FructificationBiomass_data_Ventoux.csv : cone biomass estimation data, as the “cone length” proxi.
Common variables (Original_ID, Taxon_Name and Year) make it easy to compare data from the 3 files. The dataset also contains a documentation file describing the variables measured and observed, that are present in the 3 data files.",Fagus sylvatica,"Abies alba, Fagus sylvatica",1.0,0.5,0.6666666666666666,0.5,{'Fagus sylvatica': 'https://www.gbif.org/species/2882316'},[],"['abies alba mill.', 'fir', 'silver fir']"
https://pndb.opendatasoft.com/explore/assets/biomasse-moyenne-et-ecart-type-de-lespece-pennatula-rubra-dans-le-golfe-du-lion-medits-2015-2019-cartographie-sans-interpolation/,"Biomasse moyenne et écart-type de l'espèce pennatula rubra dans le Golfe du Lion (MEDITS, 2015-2019) - Cartographie sans interpolation",La biomasse (poids/km²) a été calculée annuellement à partir des données de la campagne MEDITS entre 2015 et 2019 puis la moyenne et l'écart-type ont été calculés par station sur cette période.,Pennatula rubra,https://www.gbif.org/species/2258707,"Biomasse moyenne et écart-type de l'espèce pennatula rubra dans le Golfe du Lion (MEDITS, 2015-2019) - Cartographie sans interpolation La biomasse (poids/km²) a été calculée annuellement à partir des données de la campagne MEDITS entre 2015 et 2019 puis la moyenne et l'écart-type ont été calculés par station sur cette période.",Pennatula rubra,Pennatula rubra,1.0,1.0,1.0,1.0,{'Pennatula rubra': 'https://www.gbif.org/species/2258707'},[],[]
https://pndb.opendatasoft.com/explore/assets/annually-binned-sea-surface-salinity-temperature-and-density-in-the-north-atlantic-subpolar-gyre-40degn-70degn/,"Annually binned Sea Surface Salinity, Temperature and Density in the North Atlantic subpolar gyre (40°N-70°N)","Lien vers les données
The annually binned Sea Surface Salinity, Temperature and Density data set covers a large part of the North Atlantic subpolar gyre. It is based on T and S near-surface data collected since December 1895 to August 2018 from all data sources, including Voluntary Observing Ships subsequently validated. This annual product presents deviations from a climatological seasonal cycle and has furthermore been smoothed in time with a 1/4, 1/2, 1/4 running-mean filter. Density time series are estimated from those annual time series, considering winter (D-J-F) climatology. Uncertainty estimates due to sampling are also provided. Data for December 2017-August 2018 are also reported as 2018, but are temporary and should not be used without further check. Long gaps have been filled by linear interpolation, and are attributed largest error.",,,"Annually binned Sea Surface Salinity, Temperature and Density in the North Atlantic subpolar gyre (40°N-70°N) Lien vers les données
The annually binned Sea Surface Salinity, Temperature and Density data set covers a large part of the North Atlantic subpolar gyre. It is based on T and S near-surface data collected since December 1895 to August 2018 from all data sources, including Voluntary Observing Ships subsequently validated. This annual product presents deviations from a climatological seasonal cycle and has furthermore been smoothed in time with a 1/4, 1/2, 1/4 running-mean filter. Density time series are estimated from those annual time series, considering winter (D-J-F) climatology. Uncertainty estimates due to sampling are also provided. Data for December 2017-August 2018 are also reported as 2018, but are temporary and should not be used without further check. Long gaps have been filled by linear interpolation, and are attributed largest error.",,,1.0,1.0,1.0,1.0,{},[],[]
https://pndb.opendatasoft.com/explore/assets/nidification-du-puffin-de-baillon-puffinus-lherminieri-a-la-reunion/,Nidification du Puffin de Baillon (Puffinus lherminieri) à La Réunion,Lien vers les données,Puffinus lherminieri,https://www.gbif.org/species/5229361,Nidification du Puffin de Baillon (Puffinus lherminieri) à La Réunion Lien vers les données,Puffinus lherminieri,Puffinus lherminieri,1.0,1.0,1.0,1.0,{'Puffinus lherminieri': 'https://www.gbif.org/species/5229361'},[],[]
https://pndb.opendatasoft.com/explore/assets/inventaire-des-gisements-de-petoncle-chlamys-varia-l-dans-la-region-de-la-rochelle-letaconnoux-audouin-1956-etat-1951/,"Inventaire des gisements de pétoncle (Chlamys varia L.) dans la région de La Rochelle (Letaconnoux & Audouin, 1956). Etat 1951.","La distribution géographique des principaux gisements du pétoncle Chlamys varia L. aujourd’hui nommé Mimachlamys varia (Linné, 1758) a été dressée en 1951 par Letaconnoux & Audouin (1956) pour la région de La Rochelle englobant les Pertuis Breton et d’Antioche. L’inventaire porte sur les principaux gisements naturels de pétoncle du Pertuis Breton, du Pertuis d’Antioche jusqu’au Pertuis de Maumusson puis détaille les structures d’âge de deux populations issues du banc du Bûcheron et du banc de la Flotte dans le Pertuis Breton. L’analyse des conditions thermiques et salines en 1951-1952 permet aux auteurs de préciser le régime hydrologique propre aux bancs de pétoncle : marin (30 à 35 de salinité) et non perturbé par l’influence des eaux peu salées issues des panache fluviaux de la Sèvre et de la Charente, zone peu profonde au-dessus de l’isobathe des -15 m jusqu’à l’infralittoral exondable. Sont localisés treize bancs de pétoncle dont cinq dans le Pertuis Breton (en particulier les bancs du Bûcheron et de La Flotte qui sont les plus étendus), sept dans le Pertuis d’Antioche (situé le long des côtes de La Rochelle et d’Angoulin et à proximité de l’île d’Aix) et un au cœur du bassin de Marennes-Oléron (à proximité du banc de Lamouroux). La toponymie des gisements de pétoncle est issue des cartes IGN actuelles sauf pour les bancs du Bûcheron et de la Flotte clairement identifiés par Letaconnoux & Audouin (1956).","Chlamys varia, Mimachlamys varia","https://www.gbif.org/species/5188879, https://www.gbif.org/species/4373480","Inventaire des gisements de pétoncle (Chlamys varia L.) dans la région de La Rochelle (Letaconnoux & Audouin, 1956). Etat 1951. La distribution géographique des principaux gisements du pétoncle Chlamys varia L. aujourd’hui nommé Mimachlamys varia (Linné, 1758) a été dressée en 1951 par Letaconnoux & Audouin (1956) pour la région de La Rochelle englobant les Pertuis Breton et d’Antioche. L’inventaire porte sur les principaux gisements naturels de pétoncle du Pertuis Breton, du Pertuis d’Antioche jusqu’au Pertuis de Maumusson puis détaille les structures d’âge de deux populations issues du banc du Bûcheron et du banc de la Flotte dans le Pertuis Breton. L’analyse des conditions thermiques et salines en 1951-1952 permet aux auteurs de préciser le régime hydrologique propre aux bancs de pétoncle : marin (30 à 35 de salinité) et non perturbé par l’influence des eaux peu salées issues des panache fluviaux de la Sèvre et de la Charente, zone peu profonde au-dessus de l’isobathe des -15 m jusqu’à l’infralittoral exondable. Sont localisés treize bancs de pétoncle dont cinq dans le Pertuis Breton (en particulier les bancs du Bûcheron et de La Flotte qui sont les plus étendus), sept dans le Pertuis d’Antioche (situé le long des côtes de La Rochelle et d’Angoulin et à proximité de l’île d’Aix) et un au cœur du bassin de Marennes-Oléron (à proximité du banc de Lamouroux). La toponymie des gisements de pétoncle est issue des cartes IGN actuelles sauf pour les bancs du Bûcheron et de la Flotte clairement identifiés par Letaconnoux & Audouin (1956).",Chlamys varia,"Chlamys varia, Mimachlamys varia",1.0,0.5,0.6666666666666666,0.5,{'Chlamys varia': 'https://www.gbif.org/species/5188879'},[],[]
https://pndb.opendatasoft.com/explore/assets/distribution-de-jorunna-tomentosa-cperm-2418-aphiaid-140166-en-atlantique/,"Distribution de Jorunna tomentosa (CPERM 2418, AphiaID 140166) en ATLANTIQUE","Lien vers les données
Distribution du taxon Jorunna tomentosa établie à partir des données de densité d'abondance relative cumulées et krigées issues des campagnes halieutiques EVHOE (2008-2013), LANGOLF (2011-2013), NURSE (2000-2013), ORHAGO (2011-2015)",Jorunna tomentosa,https://www.gbif.org/species/11432852,"Distribution de Jorunna tomentosa (CPERM 2418, AphiaID 140166) en ATLANTIQUE Lien vers les données
Distribution du taxon Jorunna tomentosa établie à partir des données de densité d'abondance relative cumulées et krigées issues des campagnes halieutiques EVHOE (2008-2013), LANGOLF (2011-2013), NURSE (2000-2013), ORHAGO (2011-2015)",,Jorunna tomentosa,1.0,0.0,0.0,0.0,{},[],['tomentosa']
https://pndb.opendatasoft.com/explore/assets/inventaire-des-gisements-de-petoncle-chlamys-varia-l-dans-la-region-de-la-rochelle-letaconnoux-audouin-1956-etat-1951/,"Inventaire des gisements de pétoncle (Chlamys varia L.) dans la région de La Rochelle (Letaconnoux & Audouin, 1956). Etat 1951.","La distribution géographique des principaux gisements du pétoncle Chlamys varia L. aujourd’hui nommé Mimachlamys varia (Linné, 1758) a été dressée en 1951 par Letaconnoux & Audouin (1956) pour la région de La Rochelle englobant les Pertuis Breton et d’Antioche. L’inventaire porte sur les principaux gisements naturels de pétoncle du Pertuis Breton, du Pertuis d’Antioche jusqu’au Pertuis de Maumusson puis détaille les structures d’âge de deux populations issues du banc du Bûcheron et du banc de la Flotte dans le Pertuis Breton. L’analyse des conditions thermiques et salines en 1951-1952 permet aux auteurs de préciser le régime hydrologique propre aux bancs de pétoncle : marin (30 à 35 de salinité) et non perturbé par l’influence des eaux peu salées issues des panache fluviaux de la Sèvre et de la Charente, zone peu profonde au-dessus de l’isobathe des -15 m jusqu’à l’infralittoral exondable. Sont localisés treize bancs de pétoncle dont cinq dans le Pertuis Breton (en particulier les bancs du Bûcheron et de La Flotte qui sont les plus étendus), sept dans le Pertuis d’Antioche (situé le long des côtes de La Rochelle et d’Angoulin et à proximité de l’île d’Aix) et un au cœur du bassin de Marennes-Oléron (à proximité du banc de Lamouroux). La toponymie des gisements de pétoncle est issue des cartes IGN actuelles sauf pour les bancs du Bûcheron et de la Flotte clairement identifiés par Letaconnoux & Audouin (1956).","Chlamys varia, Mimachlamys varia","https://www.gbif.org/species/5188879, https://www.gbif.org/species/4373480","Inventaire des gisements de pétoncle (Chlamys varia L.) dans la région de La Rochelle (Letaconnoux & Audouin, 1956). Etat 1951. La distribution géographique des principaux gisements du pétoncle Chlamys varia L. aujourd’hui nommé Mimachlamys varia (Linné, 1758) a été dressée en 1951 par Letaconnoux & Audouin (1956) pour la région de La Rochelle englobant les Pertuis Breton et d’Antioche. L’inventaire porte sur les principaux gisements naturels de pétoncle du Pertuis Breton, du Pertuis d’Antioche jusqu’au Pertuis de Maumusson puis détaille les structures d’âge de deux populations issues du banc du Bûcheron et du banc de la Flotte dans le Pertuis Breton. L’analyse des conditions thermiques et salines en 1951-1952 permet aux auteurs de préciser le régime hydrologique propre aux bancs de pétoncle : marin (30 à 35 de salinité) et non perturbé par l’influence des eaux peu salées issues des panache fluviaux de la Sèvre et de la Charente, zone peu profonde au-dessus de l’isobathe des -15 m jusqu’à l’infralittoral exondable. Sont localisés treize bancs de pétoncle dont cinq dans le Pertuis Breton (en particulier les bancs du Bûcheron et de La Flotte qui sont les plus étendus), sept dans le Pertuis d’Antioche (situé le long des côtes de La Rochelle et d’Angoulin et à proximité de l’île d’Aix) et un au cœur du bassin de Marennes-Oléron (à proximité du banc de Lamouroux). La toponymie des gisements de pétoncle est issue des cartes IGN actuelles sauf pour les bancs du Bûcheron et de la Flotte clairement identifiés par Letaconnoux & Audouin (1956).",Chlamys varia,"Chlamys varia, Mimachlamys varia",1.0,0.5,0.6666666666666666,0.5,{'Chlamys varia': 'https://www.gbif.org/species/5188879'},[],[]
https://pndb.opendatasoft.com/explore/assets/carte-de-repartition-dophioglossum-lusitanicum-ouessant-2005/,"Carte de répartition d'Ophioglossum lusitanicum, Ouessant (2005)","Lien vers la fiche source
Liste Rouge du Massif Armoricain",Ophioglossum lusitanicum,https://www.gbif.org/fr/species/2650128,"Carte de répartition d'Ophioglossum lusitanicum, Ouessant (2005) Lien vers la fiche source
Liste Rouge du Massif Armoricain",,Ophioglossum lusitanicum,1.0,0.0,0.0,0.0,{},[],"[""d ' ophioglossum lusitanicum""]"
